data Species.n Quarter Year fleet Age observed model residual stand.residual
survey 1 1 2010 2 4  6.085740e+006 2.870659e+006 7.514068e-001 8.305864e-001
survey 1 1 2011 2 1  8.161600e+006 8.918915e+006 -8.873407e-002 -1.545213e-001
survey 1 1 2011 2 2  8.622197e+007 4.968261e+007 5.512700e-001 9.599801e-001
survey 1 1 2011 2 3  8.558120e+006 7.860182e+006 8.507077e-002 9.403511e-002
survey 1 1 2011 2 4  1.923730e+006 2.723115e+006 -3.475105e-001 -3.841295e-001
survey 1 1 2012 2 1  8.466780e+006 5.983074e+006 3.472157e-001 6.046406e-001
survey 1 1 2012 2 2  2.113130e+006 4.798424e+006 -8.201173e-001 -1.428150e+000
survey 1 1 2012 2 3  3.226290e+007 1.021432e+007 1.150127e+000 1.271322e+000
survey 1 1 2012 2 4  3.681610e+006 3.927451e+006 -6.464049e-002 -7.145199e-002
survey 1 1 2013 2 1  2.154468e+007 4.022800e+007 -6.244344e-001 -1.087389e+000
survey 1 1 2013 2 2  2.582500e+006 3.439161e+006 -2.864696e-001 -4.988574e-001
survey 1 1 2013 2 3  7.261500e+005 1.067478e+006 -3.852975e-001 -4.258983e-001
survey 1 1 2013 2 4  5.544780e+006 5.527717e+006 3.082073e-003 3.406847e-003
survey 1 1 2014 2 1  2.188962e+008 9.243667e+007 8.620738e-001 1.501213e+000
survey 1 1 2014 2 2  1.711096e+007 2.081843e+007 -1.961196e-001 -3.415222e-001
survey 1 1 2014 2 3  1.704140e+006 6.894505e+005 9.049210e-001 1.000277e+000
survey 1 1 2014 2 4  8.034000e+005 2.368887e+006 -1.081323e+000 -1.195267e+000
survey 1 1 2015 2 1  9.466601e+007 1.082657e+008 -1.342338e-001 -2.337544e-001
survey 1 1 2015 2 2  2.254918e+007 4.257068e+007 -6.354672e-001 -1.106601e+000
survey 1 1 2015 2 3  6.865460e+006 3.618344e+006 6.404866e-001 7.079780e-001
survey 1 1 2015 2 4  7.025000e+004 9.460363e+005 -2.600221e+000 -2.874219e+000
survey 1 1 2016 2 1  7.955400e+005 2.407298e+006 -1.107239e+000 -1.928143e+000
survey 1 1 2016 2 2  6.317384e+007 5.565291e+007 1.267559e-001 2.207324e-001
survey 1 1 2016 2 3  6.791300e+006 8.241910e+006 -1.935898e-001 -2.139893e-001
survey 1 1 2016 2 4  2.590990e+006 1.541400e+006 5.193490e-001 5.740754e-001
