 par parNo species year quarter area age predator prey fleet
SSB_R_alfa 55 1 -1 -1 -1 -1 -1 -1 -1
SSB_R_s2_ini 56 1 -1 -1 -1 -1 -1 -1 -1
avg_F 57 1 1986 -1 -1 -1 -1 -1 -1
avg_F 58 1 1987 -1 -1 -1 -1 -1 -1
avg_F 59 1 1988 -1 -1 -1 -1 -1 -1
avg_F 60 1 1989 -1 -1 -1 -1 -1 -1
avg_F 61 1 1990 -1 -1 -1 -1 -1 -1
avg_F 62 1 1991 -1 -1 -1 -1 -1 -1
avg_F 63 1 1992 -1 -1 -1 -1 -1 -1
avg_F 64 1 1993 -1 -1 -1 -1 -1 -1
avg_F 65 1 1994 -1 -1 -1 -1 -1 -1
avg_F 66 1 1995 -1 -1 -1 -1 -1 -1
avg_F 67 1 1996 -1 -1 -1 -1 -1 -1
avg_F 68 1 1997 -1 -1 -1 -1 -1 -1
avg_F 69 1 1998 -1 -1 -1 -1 -1 -1
avg_F 70 1 1999 -1 -1 -1 -1 -1 -1
avg_F 71 1 2000 -1 -1 -1 -1 -1 -1
avg_F 72 1 2001 -1 -1 -1 -1 -1 -1
avg_F 73 1 2002 -1 -1 -1 -1 -1 -1
avg_F 74 1 2003 -1 -1 -1 -1 -1 -1
avg_F 75 1 2004 -1 -1 -1 -1 -1 -1
avg_F 76 1 2005 -1 -1 -1 -1 -1 -1
avg_F 77 1 2006 -1 -1 -1 -1 -1 -1
avg_F 78 1 2007 -1 -1 -1 -1 -1 -1
avg_F 79 1 2008 -1 -1 -1 -1 -1 -1
avg_F 80 1 2009 -1 -1 -1 -1 -1 -1
avg_F 81 1 2010 -1 -1 -1 -1 -1 -1
avg_F 82 1 2011 -1 -1 -1 -1 -1 -1
avg_F 83 1 2012 -1 -1 -1 -1 -1 -1
avg_F 84 1 2013 -1 -1 -1 -1 -1 -1
avg_F 85 1 2014 -1 -1 -1 -1 -1 -1
avg_F 86 1 2015 -1 -1 -1 -1 -1 -1
avg_F 87 1 2016 -1 -1 -1 -1 -1 -1
avg_log_F 88 1 1986 -1 -1 -1 -1 -1 -1
avg_log_F 89 1 1987 -1 -1 -1 -1 -1 -1
avg_log_F 90 1 1988 -1 -1 -1 -1 -1 -1
avg_log_F 91 1 1989 -1 -1 -1 -1 -1 -1
avg_log_F 92 1 1990 -1 -1 -1 -1 -1 -1
avg_log_F 93 1 1991 -1 -1 -1 -1 -1 -1
avg_log_F 94 1 1992 -1 -1 -1 -1 -1 -1
avg_log_F 95 1 1993 -1 -1 -1 -1 -1 -1
avg_log_F 96 1 1994 -1 -1 -1 -1 -1 -1
avg_log_F 97 1 1995 -1 -1 -1 -1 -1 -1
avg_log_F 98 1 1996 -1 -1 -1 -1 -1 -1
avg_log_F 99 1 1997 -1 -1 -1 -1 -1 -1
avg_log_F 100 1 1998 -1 -1 -1 -1 -1 -1
avg_log_F 101 1 1999 -1 -1 -1 -1 -1 -1
avg_log_F 102 1 2000 -1 -1 -1 -1 -1 -1
avg_log_F 103 1 2001 -1 -1 -1 -1 -1 -1
avg_log_F 104 1 2002 -1 -1 -1 -1 -1 -1
avg_log_F 105 1 2003 -1 -1 -1 -1 -1 -1
avg_log_F 106 1 2004 -1 -1 -1 -1 -1 -1
avg_log_F 107 1 2005 -1 -1 -1 -1 -1 -1
avg_log_F 108 1 2006 -1 -1 -1 -1 -1 -1
avg_log_F 109 1 2007 -1 -1 -1 -1 -1 -1
avg_log_F 110 1 2008 -1 -1 -1 -1 -1 -1
avg_log_F 111 1 2009 -1 -1 -1 -1 -1 -1
avg_log_F 112 1 2010 -1 -1 -1 -1 -1 -1
avg_log_F 113 1 2011 -1 -1 -1 -1 -1 -1
avg_log_F 114 1 2012 -1 -1 -1 -1 -1 -1
avg_log_F 115 1 2013 -1 -1 -1 -1 -1 -1
avg_log_F 116 1 2014 -1 -1 -1 -1 -1 -1
avg_log_F 117 1 2015 -1 -1 -1 -1 -1 -1
avg_log_F 118 1 2016 -1 -1 -1 -1 -1 -1
avg_sumF 119 1 1986 -1 -1 -1 -1 -1 -1
avg_sumF 120 1 1987 -1 -1 -1 -1 -1 -1
avg_sumF 121 1 1988 -1 -1 -1 -1 -1 -1
avg_sumF 122 1 1989 -1 -1 -1 -1 -1 -1
avg_sumF 123 1 1990 -1 -1 -1 -1 -1 -1
avg_sumF 124 1 1991 -1 -1 -1 -1 -1 -1
avg_sumF 125 1 1992 -1 -1 -1 -1 -1 -1
avg_sumF 126 1 1993 -1 -1 -1 -1 -1 -1
avg_sumF 127 1 1994 -1 -1 -1 -1 -1 -1
avg_sumF 128 1 1995 -1 -1 -1 -1 -1 -1
avg_sumF 129 1 1996 -1 -1 -1 -1 -1 -1
avg_sumF 130 1 1997 -1 -1 -1 -1 -1 -1
avg_sumF 131 1 1998 -1 -1 -1 -1 -1 -1
avg_sumF 132 1 1999 -1 -1 -1 -1 -1 -1
avg_sumF 133 1 2000 -1 -1 -1 -1 -1 -1
avg_sumF 134 1 2001 -1 -1 -1 -1 -1 -1
avg_sumF 135 1 2002 -1 -1 -1 -1 -1 -1
avg_sumF 136 1 2003 -1 -1 -1 -1 -1 -1
avg_sumF 137 1 2004 -1 -1 -1 -1 -1 -1
avg_sumF 138 1 2005 -1 -1 -1 -1 -1 -1
avg_sumF 139 1 2006 -1 -1 -1 -1 -1 -1
avg_sumF 140 1 2007 -1 -1 -1 -1 -1 -1
avg_sumF 141 1 2008 -1 -1 -1 -1 -1 -1
avg_sumF 142 1 2009 -1 -1 -1 -1 -1 -1
avg_sumF 143 1 2010 -1 -1 -1 -1 -1 -1
avg_sumF 144 1 2011 -1 -1 -1 -1 -1 -1
avg_sumF 145 1 2012 -1 -1 -1 -1 -1 -1
avg_sumF 146 1 2013 -1 -1 -1 -1 -1 -1
avg_sumF 147 1 2014 -1 -1 -1 -1 -1 -1
avg_sumF 148 1 2015 -1 -1 -1 -1 -1 -1
avg_sumF 149 1 2016 -1 -1 -1 -1 -1 -1
avg_log_sumF 150 1 1986 -1 -1 -1 -1 -1 -1
avg_log_sumF 151 1 1987 -1 -1 -1 -1 -1 -1
avg_log_sumF 152 1 1988 -1 -1 -1 -1 -1 -1
avg_log_sumF 153 1 1989 -1 -1 -1 -1 -1 -1
avg_log_sumF 154 1 1990 -1 -1 -1 -1 -1 -1
avg_log_sumF 155 1 1991 -1 -1 -1 -1 -1 -1
avg_log_sumF 156 1 1992 -1 -1 -1 -1 -1 -1
avg_log_sumF 157 1 1993 -1 -1 -1 -1 -1 -1
avg_log_sumF 158 1 1994 -1 -1 -1 -1 -1 -1
avg_log_sumF 159 1 1995 -1 -1 -1 -1 -1 -1
avg_log_sumF 160 1 1996 -1 -1 -1 -1 -1 -1
avg_log_sumF 161 1 1997 -1 -1 -1 -1 -1 -1
avg_log_sumF 162 1 1998 -1 -1 -1 -1 -1 -1
avg_log_sumF 163 1 1999 -1 -1 -1 -1 -1 -1
avg_log_sumF 164 1 2000 -1 -1 -1 -1 -1 -1
avg_log_sumF 165 1 2001 -1 -1 -1 -1 -1 -1
avg_log_sumF 166 1 2002 -1 -1 -1 -1 -1 -1
avg_log_sumF 167 1 2003 -1 -1 -1 -1 -1 -1
avg_log_sumF 168 1 2004 -1 -1 -1 -1 -1 -1
avg_log_sumF 169 1 2005 -1 -1 -1 -1 -1 -1
avg_log_sumF 170 1 2006 -1 -1 -1 -1 -1 -1
avg_log_sumF 171 1 2007 -1 -1 -1 -1 -1 -1
avg_log_sumF 172 1 2008 -1 -1 -1 -1 -1 -1
avg_log_sumF 173 1 2009 -1 -1 -1 -1 -1 -1
avg_log_sumF 174 1 2010 -1 -1 -1 -1 -1 -1
avg_log_sumF 175 1 2011 -1 -1 -1 -1 -1 -1
avg_log_sumF 176 1 2012 -1 -1 -1 -1 -1 -1
avg_log_sumF 177 1 2013 -1 -1 -1 -1 -1 -1
avg_log_sumF 178 1 2014 -1 -1 -1 -1 -1 -1
avg_log_sumF 179 1 2015 -1 -1 -1 -1 -1 -1
avg_log_sumF 180 1 2016 -1 -1 -1 -1 -1 -1
hist_SSB 181 1 1986 -1 -1 -1 -1 -1 -1
hist_SSB 182 1 1987 -1 -1 -1 -1 -1 -1
hist_SSB 183 1 1988 -1 -1 -1 -1 -1 -1
hist_SSB 184 1 1989 -1 -1 -1 -1 -1 -1
hist_SSB 185 1 1990 -1 -1 -1 -1 -1 -1
hist_SSB 186 1 1991 -1 -1 -1 -1 -1 -1
hist_SSB 187 1 1992 -1 -1 -1 -1 -1 -1
hist_SSB 188 1 1993 -1 -1 -1 -1 -1 -1
hist_SSB 189 1 1994 -1 -1 -1 -1 -1 -1
hist_SSB 190 1 1995 -1 -1 -1 -1 -1 -1
hist_SSB 191 1 1996 -1 -1 -1 -1 -1 -1
hist_SSB 192 1 1997 -1 -1 -1 -1 -1 -1
hist_SSB 193 1 1998 -1 -1 -1 -1 -1 -1
hist_SSB 194 1 1999 -1 -1 -1 -1 -1 -1
hist_SSB 195 1 2000 -1 -1 -1 -1 -1 -1
hist_SSB 196 1 2001 -1 -1 -1 -1 -1 -1
hist_SSB 197 1 2002 -1 -1 -1 -1 -1 -1
hist_SSB 198 1 2003 -1 -1 -1 -1 -1 -1
hist_SSB 199 1 2004 -1 -1 -1 -1 -1 -1
hist_SSB 200 1 2005 -1 -1 -1 -1 -1 -1
hist_SSB 201 1 2006 -1 -1 -1 -1 -1 -1
hist_SSB 202 1 2007 -1 -1 -1 -1 -1 -1
hist_SSB 203 1 2008 -1 -1 -1 -1 -1 -1
hist_SSB 204 1 2009 -1 -1 -1 -1 -1 -1
hist_SSB 205 1 2010 -1 -1 -1 -1 -1 -1
hist_SSB 206 1 2011 -1 -1 -1 -1 -1 -1
hist_SSB 207 1 2012 -1 -1 -1 -1 -1 -1
hist_SSB 208 1 2013 -1 -1 -1 -1 -1 -1
hist_SSB 209 1 2014 -1 -1 -1 -1 -1 -1
hist_SSB 210 1 2015 -1 -1 -1 -1 -1 -1
hist_SSB 211 1 2016 -1 -1 -1 -1 -1 -1
hist_log_SSB 212 1 1986 -1 -1 -1 -1 -1 -1
hist_log_SSB 213 1 1987 -1 -1 -1 -1 -1 -1
hist_log_SSB 214 1 1988 -1 -1 -1 -1 -1 -1
hist_log_SSB 215 1 1989 -1 -1 -1 -1 -1 -1
hist_log_SSB 216 1 1990 -1 -1 -1 -1 -1 -1
hist_log_SSB 217 1 1991 -1 -1 -1 -1 -1 -1
hist_log_SSB 218 1 1992 -1 -1 -1 -1 -1 -1
hist_log_SSB 219 1 1993 -1 -1 -1 -1 -1 -1
hist_log_SSB 220 1 1994 -1 -1 -1 -1 -1 -1
hist_log_SSB 221 1 1995 -1 -1 -1 -1 -1 -1
hist_log_SSB 222 1 1996 -1 -1 -1 -1 -1 -1
hist_log_SSB 223 1 1997 -1 -1 -1 -1 -1 -1
hist_log_SSB 224 1 1998 -1 -1 -1 -1 -1 -1
hist_log_SSB 225 1 1999 -1 -1 -1 -1 -1 -1
hist_log_SSB 226 1 2000 -1 -1 -1 -1 -1 -1
hist_log_SSB 227 1 2001 -1 -1 -1 -1 -1 -1
hist_log_SSB 228 1 2002 -1 -1 -1 -1 -1 -1
hist_log_SSB 229 1 2003 -1 -1 -1 -1 -1 -1
hist_log_SSB 230 1 2004 -1 -1 -1 -1 -1 -1
hist_log_SSB 231 1 2005 -1 -1 -1 -1 -1 -1
hist_log_SSB 232 1 2006 -1 -1 -1 -1 -1 -1
hist_log_SSB 233 1 2007 -1 -1 -1 -1 -1 -1
hist_log_SSB 234 1 2008 -1 -1 -1 -1 -1 -1
hist_log_SSB 235 1 2009 -1 -1 -1 -1 -1 -1
hist_log_SSB 236 1 2010 -1 -1 -1 -1 -1 -1
hist_log_SSB 237 1 2011 -1 -1 -1 -1 -1 -1
hist_log_SSB 238 1 2012 -1 -1 -1 -1 -1 -1
hist_log_SSB 239 1 2013 -1 -1 -1 -1 -1 -1
hist_log_SSB 240 1 2014 -1 -1 -1 -1 -1 -1
hist_log_SSB 241 1 2015 -1 -1 -1 -1 -1 -1
hist_log_SSB 242 1 2016 -1 -1 -1 -1 -1 -1
term_N_next 243 1 2017 1 -1 0  -1 -1 -1
term_N_next 244 1 2017 1 -1 1  -1 -1 -1
term_N_next 245 1 2017 1 -1 2  -1 -1 -1
term_N_next 246 1 2017 1 -1 3  -1 -1 -1
term_N_next 247 1 2017 1 -1 4  -1 -1 -1
term_logN_next 248 1 2017 1 -1 0  -1 -1 -1
term_logN_next 249 1 2017 1 -1 1  -1 -1 -1
term_logN_next 250 1 2017 1 -1 2  -1 -1 -1
term_logN_next 251 1 2017 1 -1 3  -1 -1 -1
term_logN_next 252 1 2017 1 -1 4  -1 -1 -1
next_SSB 253 1 2017 1 -1 -1 -1 -1 -1
next_log_SSB 254 1 2017 1 -1 -1 -1 -1 -1
rec_sd 255 1 1986 2 -1 0 -1 -1 -1
rec_sd 256 1 1987 2 -1 0 -1 -1 -1
rec_sd 257 1 1988 2 -1 0 -1 -1 -1
rec_sd 258 1 1989 2 -1 0 -1 -1 -1
rec_sd 259 1 1990 2 -1 0 -1 -1 -1
rec_sd 260 1 1991 2 -1 0 -1 -1 -1
rec_sd 261 1 1992 2 -1 0 -1 -1 -1
rec_sd 262 1 1993 2 -1 0 -1 -1 -1
rec_sd 263 1 1994 2 -1 0 -1 -1 -1
rec_sd 264 1 1995 2 -1 0 -1 -1 -1
rec_sd 265 1 1996 2 -1 0 -1 -1 -1
rec_sd 266 1 1997 2 -1 0 -1 -1 -1
rec_sd 267 1 1998 2 -1 0 -1 -1 -1
rec_sd 268 1 1999 2 -1 0 -1 -1 -1
rec_sd 269 1 2000 2 -1 0 -1 -1 -1
rec_sd 270 1 2001 2 -1 0 -1 -1 -1
rec_sd 271 1 2002 2 -1 0 -1 -1 -1
rec_sd 272 1 2003 2 -1 0 -1 -1 -1
rec_sd 273 1 2004 2 -1 0 -1 -1 -1
rec_sd 274 1 2005 2 -1 0 -1 -1 -1
rec_sd 275 1 2006 2 -1 0 -1 -1 -1
rec_sd 276 1 2007 2 -1 0 -1 -1 -1
rec_sd 277 1 2008 2 -1 0 -1 -1 -1
rec_sd 278 1 2009 2 -1 0 -1 -1 -1
rec_sd 279 1 2010 2 -1 0 -1 -1 -1
rec_sd 280 1 2011 2 -1 0 -1 -1 -1
rec_sd 281 1 2012 2 -1 0 -1 -1 -1
rec_sd 282 1 2013 2 -1 0 -1 -1 -1
rec_sd 283 1 2014 2 -1 0 -1 -1 -1
rec_sd 284 1 2015 2 -1 0 -1 -1 -1
rec_sd 285 1 2016 2 -1 0 -1 -1 -1
log_recsd 286 1 1986 2 -1 0 -1 -1 -1
log_recsd 287 1 1987 2 -1 0 -1 -1 -1
log_recsd 288 1 1988 2 -1 0 -1 -1 -1
log_recsd 289 1 1989 2 -1 0 -1 -1 -1
log_recsd 290 1 1990 2 -1 0 -1 -1 -1
log_recsd 291 1 1991 2 -1 0 -1 -1 -1
log_recsd 292 1 1992 2 -1 0 -1 -1 -1
log_recsd 293 1 1993 2 -1 0 -1 -1 -1
log_recsd 294 1 1994 2 -1 0 -1 -1 -1
log_recsd 295 1 1995 2 -1 0 -1 -1 -1
log_recsd 296 1 1996 2 -1 0 -1 -1 -1
log_recsd 297 1 1997 2 -1 0 -1 -1 -1
log_recsd 298 1 1998 2 -1 0 -1 -1 -1
log_recsd 299 1 1999 2 -1 0 -1 -1 -1
log_recsd 300 1 2000 2 -1 0 -1 -1 -1
log_recsd 301 1 2001 2 -1 0 -1 -1 -1
log_recsd 302 1 2002 2 -1 0 -1 -1 -1
log_recsd 303 1 2003 2 -1 0 -1 -1 -1
log_recsd 304 1 2004 2 -1 0 -1 -1 -1
log_recsd 305 1 2005 2 -1 0 -1 -1 -1
log_recsd 306 1 2006 2 -1 0 -1 -1 -1
log_recsd 307 1 2007 2 -1 0 -1 -1 -1
log_recsd 308 1 2008 2 -1 0 -1 -1 -1
log_recsd 309 1 2009 2 -1 0 -1 -1 -1
log_recsd 310 1 2010 2 -1 0 -1 -1 -1
log_recsd 311 1 2011 2 -1 0 -1 -1 -1
log_recsd 312 1 2012 2 -1 0 -1 -1 -1
log_recsd 313 1 2013 2 -1 0 -1 -1 -1
log_recsd 314 1 2014 2 -1 0 -1 -1 -1
log_recsd 315 1 2015 2 -1 0 -1 -1 -1
log_recsd 316 1 2016 2 -1 0 -1 -1 -1
GMminOne 317 1 2017 1 -1 0  -1 -1 -1
