data Species.n Quarter Year fleet Age observed model residual stand.residual
survey 1 1 2015 2 1  9.466601e+007 1.184242e+008 -2.239179e-001 -3.261825e-001
survey 1 1 2015 2 2  2.254918e+007 4.475265e+007 -6.854520e-001 -9.985019e-001
survey 1 1 2015 2 3  6.865460e+006 6.168685e+006 1.070174e-001 1.008599e-001
survey 1 1 2015 2 4  7.025000e+004 1.547415e+006 -3.092281e+000 -2.914359e+000
survey 1 1 2016 2 1  7.955400e+005 4.657080e+006 -1.767123e+000 -2.574178e+000
survey 1 1 2016 2 2  6.317384e+007 5.140990e+007 2.060596e-001 3.001682e-001
survey 1 1 2016 2 3  6.791300e+006 1.391347e+007 -7.172148e-001 -6.759480e-001
survey 1 1 2016 2 4  2.590990e+006 2.761226e+006 -6.363471e-002 -5.997333e-002
survey 1 1 2017 2 1  3.526758e+008 3.807927e+008 -7.670598e-002 -1.117381e-001
survey 1 1 2017 2 2  1.316530e+006 1.946169e+006 -3.908631e-001 -5.693726e-001
survey 1 1 2017 2 3  3.465875e+007 1.585127e+007 7.823008e-001 7.372892e-001
survey 1 1 2017 2 4  6.310890e+006 5.890329e+006 6.896485e-002 6.499678e-002
survey 1 1 2018 2 1  1.544390e+007 1.741707e+007 -1.202366e-001 -1.751493e-001
survey 1 1 2018 2 2  1.698962e+008 1.511304e+008 1.170444e-001 1.704993e-001
survey 1 1 2018 2 3  7.982000e+005 5.587787e+005 3.566056e-001 3.360874e-001
survey 1 1 2018 2 4  4.403300e+006 7.195858e+006 -4.911514e-001 -4.628917e-001
survey 1 1 2019 2 1  9.564520e+007 1.130959e+008 -1.675903e-001 -2.441297e-001
survey 1 1 2019 2 2  4.642400e+006 6.294350e+006 -3.044210e-001 -4.434518e-001
survey 1 1 2019 2 3  1.557373e+008 3.956403e+007 1.370250e+000 1.291410e+000
survey 1 1 2019 2 4  2.145300e+006 2.390584e+006 -1.082583e-001 -1.020294e-001
survey 1 1 2020 2 1  4.214165e+008 1.358031e+008 1.132416e+000 1.649596e+000
survey 1 1 2020 2 2  1.006447e+008 3.276249e+007 1.122312e+000 1.634879e+000
survey 1 1 2020 2 3  5.352400e+006 1.304929e+006 1.411397e+000 1.330189e+000
survey 1 1 2020 2 4  9.944090e+007 9.987074e+006 2.298272e+000 2.166035e+000
survey 1 1 2021 2 1  1.456425e+008 8.094183e+007 5.874246e-001 8.557048e-001
survey 1 1 2021 2 2  1.297111e+007 4.326798e+007 -1.204688e+000 -1.754877e+000
survey 1 1 2021 2 3  2.770144e+007 7.116043e+006 1.359133e+000 1.280932e+000
survey 1 1 2021 2 4  2.850690e+006 2.908232e+006 -1.998433e-002 -1.883448e-002
